F_max,blas_threads,ceiling,cubic_gain,headroom,lambda,max_block,max_frac_of_p,n_blocks,n_over_p,oracle_F_max,p,regime,rtol,seed,support_f1,tol,true_n_blocks
0.9991028089682608,8,3.0440566316295747,3.04132553131957,0.0008971910317392418,0.18,69,0.69,17,5,0.999821705320039,100,imbalanced,1e-05,0,0.7379679144385027,1e-07,5
0.7795617847955292,8,56.89576695493855,44.353765634702384,0.22043821520447082,0.19999999999999998,26,0.26,27,5,0.999821705320039,100,imbalanced,1e-05,0,0.7906976744186047,1e-07,5
0.6000585994726048,8,244.140625,146.49868151186638,0.39994140052739524,0.22,16,0.16,33,5,0.999821705320039,100,imbalanced,1e-05,0,0.8098159509202455,1e-07,5
0.6000585994726048,8,244.140625,146.49868151186638,0.39994140052739524,0.24,16,0.16,33,5,0.999821705320039,100,imbalanced,1e-05,0,0.8148148148148148,1e-07,5
0.6005865102639296,8,244.140625,146.6275659824047,0.3994134897360704,0.26,16,0.16,34,5,0.999821705320039,100,imbalanced,1e-05,0,0.8074534161490684,1e-07,5
0.46964514749893116,8,455.1661356395084,213.76656690893543,0.5303548525010688,0.28,13,0.13,36,5,0.999821705320039,100,imbalanced,1e-05,0,0.8050314465408805,1e-07,5
0.47145922746781116,8,455.1661356395084,214.59227467811158,0.5285407725321889,0.30000000000000004,13,0.13,37,5,0.999821705320039,100,imbalanced,1e-05,0,0.7974683544303798,1e-07,5
0.32428825622775803,8,1371.7421124828531,444.83985765124555,0.675711743772242,0.32,9,0.09,42,5,0.999821705320039,100,imbalanced,1e-05,0,0.7581699346405228,1e-07,5
0.3824763903462749,8,1371.7421124828531,524.6589716684156,0.6175236096537251,0.34,9,0.09,47,5,0.999821705320039,100,imbalanced,1e-05,0,0.7162162162162162,1e-07,5
0.24783236994219654,8,2915.451895043732,722.543352601156,0.7521676300578035,0.36000000000000004,7,0.07,49,5,0.999821705320039,100,imbalanced,1e-05,0,0.6986301369863014,1e-07,5
0.25109809663250365,8,2915.451895043732,732.0644216691069,0.7489019033674964,0.38,7,0.07,50,5,0.999821705320039,100,imbalanced,1e-05,0,0.6896551724137931,1e-07,5
0.2578947368421053,8,2915.451895043732,751.8796992481203,0.7421052631578947,0.4,7,0.07,51,5,0.999821705320039,100,imbalanced,1e-05,0,0.6805555555555556,1e-07,5
0.28488372093023256,8,2915.451895043732,830.5647840531561,0.7151162790697674,0.42000000000000004,7,0.07,54,5,0.999821705320039,100,imbalanced,1e-05,0,0.6524822695035462,1e-07,5
0.29982517482517484,8,2915.451895043732,874.1258741258741,0.7001748251748252,0.44,7,0.07,57,5,0.999821705320039,100,imbalanced,1e-05,0,0.6231884057971014,1e-07,5
0.3291746641074856,8,2915.451895043732,959.6928982725528,0.6708253358925145,0.46,7,0.07,61,5,0.999821705320039,100,imbalanced,1e-05,0,0.582089552238806,1e-07,5
0.34095427435387676,8,2915.451895043732,994.0357852882704,0.6590457256461233,0.48000000000000004,7,0.07,63,5,0.999821705320039,100,imbalanced,1e-05,0,0.5606060606060607,1e-07,5
0.36257928118393234,8,2915.451895043732,1057.0824524312895,0.6374207188160677,0.5,7,0.07,66,5,0.999821705320039,100,imbalanced,1e-05,0,0.5271317829457365,1e-07,5
1.0,8,1.0,1.0,0.0,0.02,100,1.0,1,5,0.999821705320039,100,imbalanced,1e-05,1,0.058071206360179733,1e-07,5
1.0,8,1.0,1.0,0.0,0.04,100,1.0,1,5,0.999821705320039,100,imbalanced,1e-05,1,0.1059782608695652,1e-07,5
1.0,8,1.0,1.0,0.0,0.06,100,1.0,1,5,0.999821705320039,100,imbalanced,1e-05,1,0.2068965517241379,1e-07,5
0.99999896939091,8,1.0306101521283646,1.0306090899721736,1.0306090899581122e-06,0.08,99,0.99,2,5,0.999821705320039,100,imbalanced,1e-05,1,0.4034582132564841,1e-07,5
0.9999615926960281,8,1.3717421124828533,1.371689427566568,3.840730397186576e-05,0.1,90,0.9,8,5,0.999821705320039,100,imbalanced,1e-05,1,0.5787234042553192,1e-07,5
0.9994833787587686,8,2.7939906848350566,2.792547249899468,0.0005166212412314186,0.12000000000000001,71,0.71,18,5,0.999821705320039,100,imbalanced,1e-05,1,0.676923076923077,1e-07,5
0.9985261003070625,8,5.125261388330805,5.117707267144319,0.0014738996929375414,0.13999999999999999,58,0.58,25,5,0.999821705320039,100,imbalanced,1e-05,1,0.7159090909090908,1e-07,5
0.9814222932481023,8,25.4427030327702,24.970035956851778,0.018577706751897738,0.16,34,0.34,36,5,0.999821705320039,100,imbalanced,1e-05,1,0.7239263803680981,1e-07,5
0.7975929978118161,8,171.46776406035664,136.76148796498907,0.20240700218818386,0.18,18,0.18,44,5,0.999821705320039,100,imbalanced,1e-05,1,0.7142857142857143,1e-07,5
0.8191063687895965,8,203.5416242621616,166.72224074691565,0.18089363121040347,0.19999999999999998,17,0.17,54,5,0.999821705320039,100,imbalanced,1e-05,1,0.6338028169014084,1e-07,5
0.7666969559291231,8,296.2962962962963,227.1694684234439,0.23330304407087687,0.22,15,0.15,61,5,0.999821705320039,100,imbalanced,1e-05,1,0.5777777777777777,1e-07,5
0.780527289546716,8,296.2962962962963,231.26734505087882,0.21947271045328398,0.24,15,0.15,65,5,0.999821705320039,100,imbalanced,1e-05,1,0.5343511450381679,1e-07,5
0.7937441204139228,8,296.2962962962963,235.18344308560677,0.20625587958607716,0.26,15,0.15,70,5,0.999821705320039,100,imbalanced,1e-05,1,0.4799999999999999,1e-07,5
0.8005218216318786,8,296.2962962962963,237.19165085388994,0.19947817836812143,0.28,15,0.15,74,5,0.999821705320039,100,imbalanced,1e-05,1,0.42975206611570255,1e-07,5
0.8450175262894342,8,296.2962962962963,250.37556334501753,0.15498247371056584,0.30000000000000004,15,0.15,76,5,0.999821705320039,100,imbalanced,1e-05,1,0.4033613445378152,1e-07,5
0.8462888665997994,8,296.2962962962963,250.75225677031094,0.1537111334002006,0.32,15,0.15,77,5,0.999821705320039,100,imbalanced,1e-05,1,0.38983050847457623,1e-07,5
0.8462888665997994,8,296.2962962962963,250.75225677031094,0.1537111334002006,0.34,15,0.15,77,5,0.999821705320039,100,imbalanced,1e-05,1,0.38983050847457623,1e-07,5
0.8876906891109942,8,296.2962962962963,263.0194634402946,0.11230931088900575,0.36000000000000004,15,0.15,79,5,0.999821705320039,100,imbalanced,1e-05,1,0.3620689655172414,1e-07,5
0.9571752694271128,8,296.2962962962963,283.60748723766307,0.04282473057288716,0.38,15,0.15,82,5,0.999821705320039,100,imbalanced,1e-05,1,0.31858407079646023,1e-07,5
0.9571752694271128,8,296.2962962962963,283.60748723766307,0.04282473057288716,0.4,15,0.15,82,5,0.999821705320039,100,imbalanced,1e-05,1,0.31858407079646023,1e-07,5
0.9720622119815668,8,296.2962962962963,288.0184331797235,0.027937788018433163,0.42000000000000004,15,0.15,84,5,0.999821705320039,100,imbalanced,1e-05,1,0.2882882882882883,1e-07,5
0.9720622119815668,8,296.2962962962963,288.0184331797235,0.027937788018433163,0.44,15,0.15,84,5,0.999821705320039,100,imbalanced,1e-05,1,0.2882882882882883,1e-07,5
0.9720622119815668,8,296.2962962962963,288.0184331797235,0.027937788018433163,0.46,15,0.15,84,5,0.999821705320039,100,imbalanced,1e-05,1,0.2882882882882883,1e-07,5
0.9720622119815668,8,296.2962962962963,288.0184331797235,0.027937788018433163,0.48000000000000004,15,0.15,84,5,0.999821705320039,100,imbalanced,1e-05,1,0.2882882882882883,1e-07,5
0.9720622119815668,8,296.2962962962963,288.0184331797235,0.027937788018433163,0.5,15,0.15,84,5,0.999821705320039,100,imbalanced,1e-05,1,0.2882882882882883,1e-07,5
1.0,8,1.0,1.0,0.0,0.02,100,1.0,1,5,0.999821705320039,100,imbalanced,1e-05,2,0.05523520485584219,1e-07,5
1.0,8,1.0,1.0,0.0,0.04,100,1.0,1,5,0.999821705320039,100,imbalanced,1e-05,2,0.084089823220258,1e-07,5
1.0,8,1.0,1.0,0.0,0.06,100,1.0,1,5,0.999821705320039,100,imbalanced,1e-05,2,0.1245196003074558,1e-07,5
1.0,8,1.0,1.0,0.0,0.08,100,1.0,1,5,0.999821705320039,100,imbalanced,1e-05,2,0.19128329297820823,1e-07,5
1.0,8,1.0,1.0,0.0,0.1,100,1.0,1,5,0.999821705320039,100,imbalanced,1e-05,2,0.279491833030853,1e-07,5
1.0,8,1.0,1.0,0.0,0.12000000000000001,100,1.0,1,5,0.999821705320039,100,imbalanced,1e-05,2,0.39686684073107054,1e-07,5
0.9999954788977553,8,1.1302806712962963,1.130275561181816,4.5211022446922655e-06,0.13999999999999999,96,0.96,5,5,0.999821705320039,100,imbalanced,1e-05,2,0.5211267605633803,1e-07,5
0.9999897264144159,8,1.284211391468727,1.2841981980130885,1.027358558414182e-05,0.16,92,0.92,9,5,0.999821705320039,100,imbalanced,1e-05,2,0.6186440677966102,1e-07,5
0.9996953961300804,8,1.8136707244526342,1.813118273331206,0.0003046038699195952,0.18,82,0.82,12,5,0.999821705320039,100,imbalanced,1e-05,2,0.6889952153110048,1e-07,5
0.9995555419323198,8,2.190422160062909,2.1894486092622434,0.0004444580676802312,0.19999999999999998,77,0.77,14,5,0.999821705320039,100,imbalanced,1e-05,2,0.7200000000000001,1e-07,5
0.9994527657169283,8,2.5705817483554703,2.5691750378953317,0.0005472342830716848,0.22,73,0.73,17,5,0.999821705320039,100,imbalanced,1e-05,2,0.7319587628865979,1e-07,5
0.9992881114614055,8,3.180337879096275,3.1780738330112883,0.0007118885385944962,0.24,68,0.68,21,5,0.999821705320039,100,imbalanced,1e-05,2,0.7513227513227513,1e-07,5
0.9985171428015791,8,4.869046981434324,4.861826880068454,0.001482857198420895,0.26,59,0.59,25,5,0.999821705320039,100,imbalanced,1e-05,2,0.7709497206703911,1e-07,5
0.998312723038608,8,5.39977212961613,5.390661218505062,0.0016872769613920369,0.28,57,0.57,26,5,0.999821705320039,100,imbalanced,1e-05,2,0.7796610169491526,1e-07,5
0.9982832910787981,8,5.694241982507289,5.684466626496436,0.0017167089212019038,0.30000000000000004,56,0.56,29,5,0.999821705320039,100,imbalanced,1e-05,2,0.760233918128655,1e-07,5
0.9982960354424628,8,7.111970869367319,7.09985232307168,0.0017039645575371853,0.32,52,0.52,32,5,0.999821705320039,100,imbalanced,1e-05,2,0.7544910179640719,1e-07,5
0.9822901392961877,8,23.323615160349853,22.910557184750733,0.017709860703812308,0.34,35,0.35,38,5,0.999821705320039,100,imbalanced,1e-05,2,0.7421383647798742,1e-07,5
0.9847266881028939,8,23.323615160349853,22.967386311437757,0.015273311897106123,0.36000000000000004,35,0.35,40,5,0.999821705320039,100,imbalanced,1e-05,2,0.7261146496815286,1e-07,5
0.976209414997469,8,37.03703703703704,36.155904259165524,0.02379058500253095,0.38,30,0.3,43,5,0.999821705320039,100,imbalanced,1e-05,2,0.7058823529411765,1e-07,5
0.9713274336283186,8,45.55393586005831,44.24778761061947,0.028672566371681363,0.4,28,0.28,45,5,0.999821705320039,100,imbalanced,1e-05,2,0.6887417218543047,1e-07,5
0.9646542261251372,8,56.89576695493855,54.88474204171241,0.03534577387486282,0.42000000000000004,26,0.26,48,5,0.999821705320039,100,imbalanced,1e-05,2,0.6756756756756755,1e-07,5
0.9697638490399471,8,56.89576695493855,55.17545795630104,0.030236150960052943,0.44,26,0.26,50,5,0.999821705320039,100,imbalanced,1e-05,2,0.6575342465753425,1e-07,5
0.9566755779210567,8,82.18952905399853,78.62871520679352,0.04332442207894327,0.46,23,0.23,53,5,0.999821705320039,100,imbalanced,1e-05,2,0.6433566433566433,1e-07,5
0.955834829443447,8,93.91435011269722,89.76660682226212,0.044165170556553,0.48000000000000004,22,0.22,55,5,0.999821705320039,100,imbalanced,1e-05,2,0.6382978723404256,1e-07,5
0.9667695660069003,8,93.91435011269722,90.79353550027238,0.03323043399309966,0.5,22,0.22,58,5,0.999821705320039,100,imbalanced,1e-05,2,0.608695652173913,1e-07,5
1.0,8,1.0,1.0,0.0,0.02,100,1.0,1,10,0.999821705320039,100,imbalanced,1e-05,0,0.06276747503566334,1e-07,5
1.0,8,1.0,1.0,0.0,0.04,100,1.0,1,10,0.999821705320039,100,imbalanced,1e-05,0,0.1199442119944212,1e-07,5
1.0,8,1.0,1.0,0.0,0.06,100,1.0,1,10,0.999821705320039,100,imbalanced,1e-05,0,0.2225274725274725,1e-07,5
1.0,8,1.0,1.0,0.0,0.08,100,1.0,1,10,0.999821705320039,100,imbalanced,1e-05,0,0.4204851752021563,1e-07,5
0.9999927762193139,8,1.2039721449004557,1.2039634476697287,7.22378068607199e-06,0.1,94,0.94,7,10,0.999821705320039,100,imbalanced,1e-05,0,0.6244725738396625,1e-07,5
0.9993357185311221,8,2.9154518950437316,2.9135152143764493,0.0006642814688778698,0.12000000000000001,70,0.7,16,10,0.999821705320039,100,imbalanced,1e-05,0,0.776595744680851,1e-07,5
0.9932650312257644,8,10.273691131749816,10.204498142781338,0.006734968774235628,0.13999999999999999,46,0.46,22,10,0.999821705320039,100,imbalanced,1e-05,0,0.8248587570621468,1e-07,5
0.5969105217137861,8,244.140625,145.7301078402798,0.4030894782862139,0.16,16,0.16,32,10,0.999821705320039,100,imbalanced,1e-05,0,0.8023952095808383,1e-07,5
0.4402805611222445,8,455.1661356395084,200.40080160320642,0.5597194388777555,0.18,13,0.13,33,10,0.999821705320039,100,imbalanced,1e-05,0,0.8170731707317074,1e-07,5
0.4434800161485668,8,455.1661356395084,201.85708518368995,0.5565199838514332,0.19999999999999998,13,0.13,34,10,0.999821705320039,100,imbalanced,1e-05,0,0.8148148148148148,1e-07,5
0.48074398249452954,8,455.1661356395084,218.8183807439825,0.5192560175054705,0.22,13,0.13,35,10,0.999821705320039,100,imbalanced,1e-05,0,0.8125000000000001,1e-07,5
0.34106412005457026,8,1000.0,341.06412005457025,0.6589358799454297,0.24,10,0.1,36,10,0.999821705320039,100,imbalanced,1e-05,0,0.8050314465408805,1e-07,5
0.3417634996582365,8,1000.0,341.7634996582365,0.6582365003417635,0.26,10,0.1,37,10,0.999821705320039,100,imbalanced,1e-05,0,0.7974683544303798,1e-07,5
0.3417634996582365,8,1000.0,341.7634996582365,0.6582365003417635,0.28,10,0.1,37,10,0.999821705320039,100,imbalanced,1e-05,0,0.7974683544303798,1e-07,5
0.3055322715842414,8,1371.7421124828531,419.11148365465215,0.6944677284157585,0.30000000000000004,9,0.09,41,10,0.999821705320039,100,imbalanced,1e-05,0,0.7662337662337663,1e-07,5
0.3788981288981289,8,1371.7421124828531,519.7505197505197,0.6211018711018711,0.32,9,0.09,45,10,0.999821705320039,100,imbalanced,1e-05,0,0.7333333333333334,1e-07,5
0.23852573018080667,8,2915.451895043732,695.4102920723227,0.7614742698191933,0.34,7,0.07,46,10,0.999821705320039,100,imbalanced,1e-05,0,0.7248322147651006,1e-07,5
0.24465049928673324,8,2915.451895043732,713.2667617689016,0.7553495007132668,0.36000000000000004,7,0.07,48,10,0.999821705320039,100,imbalanced,1e-05,0,0.707482993197279,1e-07,5
0.2614329268292683,8,2915.451895043732,762.1951219512196,0.7385670731707317,0.38,7,0.07,52,10,0.999821705320039,100,imbalanced,1e-05,0,0.6713286713286714,1e-07,5
0.28488372093023256,8,2915.451895043732,830.5647840531561,0.7151162790697674,0.4,7,0.07,54,10,0.999821705320039,100,imbalanced,1e-05,0,0.6524822695035462,1e-07,5
0.3146788990825688,8,2915.451895043732,917.4311926605504,0.6853211009174311,0.42000000000000004,7,0.07,57,10,0.999821705320039,100,imbalanced,1e-05,0,0.6231884057971014,1e-07,5
0.3349609375,8,2915.451895043732,976.5625,0.6650390625,0.44,7,0.07,62,10,0.999821705320039,100,imbalanced,1e-05,0,0.5714285714285715,1e-07,5
0.36257928118393234,8,2915.451895043732,1057.0824524312895,0.6374207188160677,0.46,7,0.07,64,10,0.999821705320039,100,imbalanced,1e-05,0,0.549618320610687,1e-07,5
0.3648936170212766,8,2915.451895043732,1063.8297872340424,0.6351063829787233,0.48000000000000004,7,0.07,65,10,0.999821705320039,100,imbalanced,1e-05,0,0.5384615384615384,1e-07,5
0.3871331828442438,8,2915.451895043732,1128.6681715575621,0.6128668171557562,0.5,7,0.07,67,10,0.999821705320039,100,imbalanced,1e-05,0,0.515625,1e-07,5
1.0,8,1.0,1.0,0.0,0.02,100,1.0,1,10,0.999821705320039,100,imbalanced,1e-05,1,0.07282415630550622,1e-07,5
1.0,8,1.0,1.0,0.0,0.04,100,1.0,1,10,0.999821705320039,100,imbalanced,1e-05,1,0.18811881188118812,1e-07,5
0.9999978750395774,8,1.062482469039261,1.0624802113060645,2.124960422622557e-06,0.06,98,0.98,3,10,0.999821705320039,100,imbalanced,1e-05,1,0.4375,1e-07,5
0.9333805336828711,8,5.125261388330805,4.7838192099044194,0.0666194663171289,0.08,58,0.58,13,10,0.999821705320039,100,imbalanced,1e-05,1,0.6900000000000001,1e-07,5
0.9886802917745134,8,8.499859752314087,8.403643819960335,0.011319708225486558,0.1,49,0.49,22,10,0.999821705320039,100,imbalanced,1e-05,1,0.7513812154696132,1e-07,5
0.9771403217716733,8,19.742167295125657,19.290867703229292,0.022859678228326685,0.12000000000000001,37,0.37,28,10,0.999821705320039,100,imbalanced,1e-05,1,0.788235294117647,1e-07,5
0.9717202687716093,8,33.56718472021752,32.61791375823602,0.02827973122839067,0.13999999999999999,31,0.31,33,10,0.999821705320039,100,imbalanced,1e-05,1,0.773006134969325,1e-07,5
0.6829218939700527,8,296.2962962962963,202.34722784297855,0.31707810602994735,0.16,15,0.15,42,10,0.999821705320039,100,imbalanced,1e-05,1,0.7532467532467533,1e-07,5
0.7069543359865941,8,296.2962962962963,209.46795140343528,0.2930456640134059,0.18,15,0.15,49,10,0.999821705320039,100,imbalanced,1e-05,1,0.6986301369863014,1e-07,5
0.7159524819686042,8,296.2962962962963,212.13406873143828,0.28404751803139583,0.19999999999999998,15,0.15,52,10,0.999821705320039,100,imbalanced,1e-05,1,0.6713286713286714,1e-07,5
0.7483370288248337,8,296.2962962962963,221.72949002217294,0.25166297117516634,0.22,15,0.15,59,10,0.999821705320039,100,imbalanced,1e-05,1,0.6029411764705882,1e-07,5
0.788183092013078,8,296.2962962962963,233.53573096683792,0.211816907986922,0.24,15,0.15,65,10,0.999821705320039,100,imbalanced,1e-05,1,0.5384615384615384,1e-07,5
0.7971185640056684,8,296.2962962962963,236.18327822390174,0.20288143599433162,0.26,15,0.15,71,10,0.999821705320039,100,imbalanced,1e-05,1,0.46774193548387094,1e-07,5
0.8005218216318786,8,296.2962962962963,237.19165085388994,0.19947817836812143,0.28,15,0.15,74,10,0.999821705320039,100,imbalanced,1e-05,1,0.42975206611570255,1e-07,5
0.8821223209618401,8,296.2962962962963,261.3695765812859,0.11787767903815993,0.30000000000000004,15,0.15,77,10,0.999821705320039,100,imbalanced,1e-05,1,0.38983050847457623,1e-07,5
0.8821223209618401,8,296.2962962962963,261.3695765812859,0.11787767903815993,0.32,15,0.15,77,10,0.999821705320039,100,imbalanced,1e-05,1,0.38983050847457623,1e-07,5
0.9166214014122759,8,296.2962962962963,271.59152634437805,0.08337859858772412,0.34,15,0.15,79,10,0.999821705320039,100,imbalanced,1e-05,1,0.3620689655172414,1e-07,5
0.9411600669269381,8,296.2962962962963,278.8622420524261,0.0588399330730619,0.36000000000000004,15,0.15,81,10,0.999821705320039,100,imbalanced,1e-05,1,0.33333333333333337,1e-07,5
0.9571752694271128,8,296.2962962962963,283.60748723766307,0.04282473057288716,0.38,15,0.15,82,10,0.999821705320039,100,imbalanced,1e-05,1,0.31858407079646023,1e-07,5
0.9720622119815668,8,296.2962962962963,288.0184331797235,0.027937788018433163,0.4,15,0.15,84,10,0.999821705320039,100,imbalanced,1e-05,1,0.2882882882882883,1e-07,5
0.9720622119815668,8,296.2962962962963,288.0184331797235,0.027937788018433163,0.42000000000000004,15,0.15,84,10,0.999821705320039,100,imbalanced,1e-05,1,0.2882882882882883,1e-07,5
0.9720622119815668,8,296.2962962962963,288.0184331797235,0.027937788018433163,0.44,15,0.15,84,10,0.999821705320039,100,imbalanced,1e-05,1,0.2882882882882883,1e-07,5
0.9737449509521062,8,296.2962962962963,288.51702250432777,0.026255049047893775,0.46,15,0.15,85,10,0.999821705320039,100,imbalanced,1e-05,1,0.2727272727272727,1e-07,5
0.9737449509521062,8,296.2962962962963,288.51702250432777,0.026255049047893775,0.48000000000000004,15,0.15,85,10,0.999821705320039,100,imbalanced,1e-05,1,0.2727272727272727,1e-07,5
0.9737449509521062,8,296.2962962962963,288.51702250432777,0.026255049047893775,0.5,15,0.15,85,10,0.999821705320039,100,imbalanced,1e-05,1,0.2727272727272727,1e-07,5
1.0,8,1.0,1.0,0.0,0.02,100,1.0,1,10,0.999821705320039,100,imbalanced,1e-05,2,0.06330935251798561,1e-07,5
1.0,8,1.0,1.0,0.0,0.04,100,1.0,1,10,0.999821705320039,100,imbalanced,1e-05,2,0.11576011157601115,1e-07,5
1.0,8,1.0,1.0,0.0,0.06,100,1.0,1,10,0.999821705320039,100,imbalanced,1e-05,2,0.2180851063829787,1e-07,5
1.0,8,1.0,1.0,0.0,0.08,100,1.0,1,10,0.999821705320039,100,imbalanced,1e-05,2,0.37674418604651166,1e-07,5
0.99999896939091,8,1.0306101521283646,1.0306090899721736,1.0306090899581122e-06,0.1,99,0.99,2,10,0.999821705320039,100,imbalanced,1e-05,2,0.5238095238095238,1e-07,5
0.9999855525429933,8,1.2039721449004557,1.2039547505646548,1.4447457006738773e-05,0.12000000000000001,94,0.94,6,10,0.999821705320039,100,imbalanced,1e-05,2,0.6495726495726496,1e-07,5
0.9999698225842293,8,1.3717421124828533,1.3717007168507946,3.0177415770715754e-05,0.13999999999999999,90,0.9,9,10,0.999821705320039,100,imbalanced,1e-05,2,0.691588785046729,1e-07,5
0.9998414299643386,8,1.6871828096317891,1.6869152729934986,0.0001585700356614428,0.16,84,0.84,11,10,0.999821705320039,100,imbalanced,1e-05,2,0.74,1e-07,5
0.9997261324423509,8,2.107250627960687,2.106673520377853,0.0002738675576491323,0.18,78,0.78,14,10,0.999821705320039,100,imbalanced,1e-05,2,0.7668393782383419,1e-07,5
0.9994675737182217,8,3.0440566316295747,3.042435895875674,0.0005324262817782976,0.19999999999999998,69,0.69,19,10,0.999821705320039,100,imbalanced,1e-05,2,0.7888888888888889,1e-07,5
0.9982808726617821,8,5.125261388330805,5.116450411362613,0.001719127338217885,0.22,58,0.58,23,10,0.999821705320039,100,imbalanced,1e-05,2,0.8092485549132948,1e-07,5
0.9729547929701681,8,10.973936899862826,10.677144504473723,0.02704520702983193,0.24,45,0.45,24,10,0.999821705320039,100,imbalanced,1e-05,2,0.8187134502923976,1e-07,5
0.9606436312329261,8,15.625,15.01005673801447,0.039356368767073935,0.26,40,0.4,29,10,0.999821705320039,100,imbalanced,1e-05,2,0.7904191616766467,1e-07,5
0.9542624604361587,8,18.22423093745444,17.390699453932037,0.0457375395638413,0.28,38,0.38,30,10,0.999821705320039,100,imbalanced,1e-05,2,0.7951807228915663,1e-07,5
0.9840884364314578,8,19.742167295125657,19.428038545228475,0.015911563568542175,0.30000000000000004,37,0.37,34,10,0.999821705320039,100,imbalanced,1e-05,2,0.7777777777777777,1e-07,5
0.9827281152582358,8,21.43347050754458,21.06327407532227,0.01727188474176422,0.32,36,0.36,35,10,0.999821705320039,100,imbalanced,1e-05,2,0.7701863354037267,1e-07,5
0.9882233330509193,8,21.43347050754458,21.181055663814284,0.01177666694908075,0.34,36,0.36,39,10,0.999821705320039,100,imbalanced,1e-05,2,0.7388535031847133,1e-07,5
0.9881309057386495,8,23.323615160349853,23.046784973496198,0.011869094261350521,0.36000000000000004,35,0.35,43,10,0.999821705320039,100,imbalanced,1e-05,2,0.7189542483660131,1e-07,5
0.9894991922455574,8,23.323615160349853,23.078698361412417,0.01050080775444262,0.38,35,0.35,44,10,0.999821705320039,100,imbalanced,1e-05,2,0.7105263157894737,1e-07,5
0.9885311871227365,8,25.4427030327702,25.150905432595575,0.011468812877263534,0.4,34,0.34,45,10,0.999821705320039,100,imbalanced,1e-05,2,0.7019867549668873,1e-07,5
0.9834615768961726,8,50.80526342529086,49.965024482862,0.01653842310382736,0.42000000000000004,27,0.27,50,10,0.999821705320039,100,imbalanced,1e-05,2,0.684931506849315,1e-07,5
0.9620527647271413,8,93.91435011269722,90.35056017347307,0.037947235272858704,0.44,22,0.22,53,10,0.999821705320039,100,imbalanced,1e-05,2,0.6619718309859155,1e-07,5
0.967296511627907,8,93.91435011269722,90.84302325581395,0.032703488372093026,0.46,22,0.22,56,10,0.999821705320039,100,imbalanced,1e-05,2,0.6330935251798561,1e-07,5
0.9758064516129032,8,93.91435011269722,91.64222873900293,0.024193548387096753,0.48000000000000004,22,0.22,58,10,0.999821705320039,100,imbalanced,1e-05,2,0.6131386861313868,1e-07,5
0.9763432972675592,8,93.91435011269722,91.69264624977077,0.023656702732440804,0.5,22,0.22,59,10,0.999821705320039,100,imbalanced,1e-05,2,0.6029411764705882,1e-07,5
1.0,8,1.0,1.0,0.0,0.02,200,1.0,1,2,0.999821705320039,200,imbalanced,1e-05,0,0.03053435114503817,1e-07,5
1.0,8,1.0,1.0,0.0,0.04,200,1.0,1,2,0.999821705320039,200,imbalanced,1e-05,0,0.04942196531791907,1e-07,5
1.0,8,1.0,1.0,0.0,0.06,200,1.0,1,2,0.999821705320039,200,imbalanced,1e-05,0,0.08262766230433667,1e-07,5
1.0,8,1.0,1.0,0.0,0.08,200,1.0,1,2,0.999821705320039,200,imbalanced,1e-05,0,0.15868263473053892,1e-07,5
0.9999998731061087,8,1.0151512594410654,1.0151511306245717,1.2689389128350825e-07,0.1,199,0.995,2,2,0.999821705320039,200,imbalanced,1e-05,0,0.2878504672897196,1e-07,5
0.9999975347200442,8,1.0956826815299674,1.0956799803654147,2.465279955843336e-06,0.12000000000000001,194,0.97,5,2,0.999821705320039,200,imbalanced,1e-05,0,0.46698872785829315,1e-07,5
0.99998569294042,8,1.467411720510894,1.4673907261639803,1.4307059580054293e-05,0.13999999999999999,176,0.88,18,2,0.999821705320039,200,imbalanced,1e-05,0,0.6108597285067875,1e-07,5
0.999312274480743,8,5.544401298221564,5.540588271959775,0.0006877255192569987,0.16,113,0.565,44,2,0.999821705320039,200,imbalanced,1e-05,0,0.7052341597796145,1e-07,5
0.996064564695279,8,20.564653986843762,20.483723121514565,0.003935435304720958,0.18,73,0.365,62,2,0.999821705320039,200,imbalanced,1e-05,0,0.7002967359050445,1e-07,5
0.9778619564750827,8,87.79149519890261,85.84796325707173,0.022138043524917328,0.19999999999999998,45,0.225,81,2,0.999821705320039,200,imbalanced,1e-05,0,0.6751592356687898,1e-07,5
0.9604314438126502,8,244.140625,234.4803329620728,0.03956855618734978,0.22,32,0.16,99,2,0.999821705320039,200,imbalanced,1e-05,0,0.6418918918918919,1e-07,5
0.9194421560550783,8,512.0,470.7543839002001,0.08055784394492171,0.24,25,0.125,111,2,0.999821705320039,200,imbalanced,1e-05,0,0.5985915492957746,1e-07,5
0.9133013061101937,8,657.5162324319882,600.5104338687885,0.08669869388980633,0.26,23,0.115,119,2,0.999821705320039,200,imbalanced,1e-05,0,0.5652173913043479,1e-07,5
0.8987771739130435,8,863.837598531476,776.3975155279503,0.10122282608695654,0.28,21,0.105,128,2,0.999821705320039,200,imbalanced,1e-05,0,0.5243445692883896,1e-07,5
0.9077631836894726,8,863.837598531476,784.1599686336012,0.09223681631052738,0.30000000000000004,21,0.105,136,2,0.999821705320039,200,imbalanced,1e-05,0,0.4787644787644787,1e-07,5
0.9124087591240876,8,1000.0,912.4087591240876,0.08759124087591241,0.32,20,0.1,144,2,0.999821705320039,200,imbalanced,1e-05,0,0.4302788844621514,1e-07,5
