F_max,blas_threads,ceiling,cubic_gain,headroom,lambda,max_block,max_frac_of_p,n_blocks,n_over_p,oracle_F_max,p,regime,rtol,seed,support_f1,tol,true_n_blocks
0.9997683108334231,8,3.814697265625,3.8138134415947844,0.0002316891665768983,0.22,128,0.64,40,2,0.1,200,many_tiny,1e-05,1,0.7385444743935311,1e-07,10
0.9983749653577886,8,7.764721183421155,7.752103242510984,0.0016250346422114204,0.24,101,0.505,49,2,0.1,200,many_tiny,1e-05,1,0.7549295774647887,1e-07,10
0.9968253580842666,8,13.991224004743025,13.946806878565152,0.003174641915733356,0.26,83,0.415,57,2,0.1,200,many_tiny,1e-05,1,0.7787610619469028,1e-07,10
0.9922644757906183,8,24.352453053036598,24.164074062887003,0.007735524209381728,0.28,69,0.345,62,2,0.1,200,many_tiny,1e-05,1,0.7831325301204819,1e-07,10
0.960825868068409,8,77.05421727362916,74.03568520026653,0.03917413193159103,0.30000000000000004,47,0.235,75,2,0.1,200,many_tiny,1e-05,1,0.7586206896551725,1e-07,10
0.8833773656116892,8,244.140625,215.6683021512913,0.11662263438831078,0.32,32,0.16,84,2,0.1,200,many_tiny,1e-05,1,0.7361563517915309,1e-07,10
0.8630058172984721,8,296.2962962962963,255.70542734769546,0.13699418270152786,0.34,30,0.15,89,2,0.1,200,many_tiny,1e-05,1,0.7152317880794701,1e-07,10
0.7803996838658688,8,578.7037037037037,451.6201874223778,0.21960031613413122,0.36000000000000004,24,0.12,98,2,0.1,200,many_tiny,1e-05,1,0.684931506849315,1e-07,10
0.6907269901571403,8,1000.0,690.7269901571403,0.30927300984285966,0.38,20,0.1,102,2,0.1,200,many_tiny,1e-05,1,0.6736111111111112,1e-07,10
0.6975933031042902,8,1000.0,697.5933031042902,0.30240669689570976,0.4,20,0.1,105,2,0.1,200,many_tiny,1e-05,1,0.6596491228070175,1e-07,10
0.46566341670199235,8,3641.3290851160673,1695.633743111488,0.5343365832980076,0.42000000000000004,13,0.065,114,2,0.1,200,many_tiny,1e-05,1,0.6231884057971014,1e-07,10
0.4771937445699392,8,3641.3290851160673,1737.619461337967,0.5228062554300608,0.44,13,0.065,120,2,0.1,200,many_tiny,1e-05,1,0.5925925925925926,1e-07,10
0.4214634146341463,8,4629.62962962963,1951.219512195122,0.5785365853658537,0.46,12,0.06,123,2,0.1,200,many_tiny,1e-05,1,0.5767790262172284,1e-07,10
0.43548387096774194,8,4629.62962962963,2016.1290322580646,0.564516129032258,0.48000000000000004,12,0.06,126,2,0.1,200,many_tiny,1e-05,1,0.5606060606060607,1e-07,10
0.4497657470067673,8,4629.62962962963,2082.248828735034,0.5502342529932327,0.5,12,0.06,133,2,0.1,200,many_tiny,1e-05,1,0.5214007782101168,1e-07,10
1.0,8,1.0,1.0,0.0,0.02,200,1.0,1,2,0.1,200,many_tiny,1e-05,2,0.027611882416815323,1e-07,10
1.0,8,1.0,1.0,0.0,0.04,200,1.0,1,2,0.1,200,many_tiny,1e-05,2,0.04056649063850216,1e-07,10
1.0,8,1.0,1.0,0.0,0.06,200,1.0,1,2,0.1,200,many_tiny,1e-05,2,0.06305792972459638,1e-07,10
1.0,8,1.0,1.0,0.0,0.08,200,1.0,1,2,0.1,200,many_tiny,1e-05,2,0.09736680955297,1e-07,10
1.0,8,1.0,1.0,0.0,0.1,200,1.0,1,2,0.1,200,many_tiny,1e-05,2,0.15500000000000003,1e-07,10
1.0,8,1.0,1.0,0.0,0.12000000000000001,200,1.0,1,2,0.1,200,many_tiny,1e-05,2,0.24440894568690097,1e-07,10
0.9999997423475283,8,1.0306101521283646,1.0306098865891116,2.5765247169129424e-07,0.13999999999999999,198,0.99,3,2,0.1,200,many_tiny,1e-05,2,0.3640776699029126,1e-07,10
0.9999994687590477,8,1.062482469039261,1.0624819046050622,5.312409523394734e-07,0.16,196,0.98,5,2,0.1,200,many_tiny,1e-05,2,0.4933333333333333,1e-07,10
0.9999869233502586,8,1.3948608791912736,1.3948426390841184,1.307664974137257e-05,0.18,179,0.895,17,2,0.1,200,many_tiny,1e-05,2,0.6118143459915611,1e-07,10
0.9999160254021866,8,2.0672406187974706,2.067067023097924,8.397459781339656e-05,0.19999999999999998,157,0.785,28,2,0.1,200,many_tiny,1e-05,2,0.6945812807881773,1e-07,10
0.9997618592930797,8,3.0440566316295747,3.043331717831413,0.00023814070692029787,0.22,138,0.69,37,2,0.1,200,many_tiny,1e-05,2,0.7326203208556149,1e-07,10
0.9993187431958633,8,5.39977212961613,5.396093498112042,0.0006812568041366651,0.24,114,0.57,44,2,0.1,200,many_tiny,1e-05,2,0.7705382436260622,1e-07,10
0.998099352852825,8,10.616119781679497,10.59594228390238,0.001900647147174972,0.26,91,0.455,54,2,0.1,200,many_tiny,1e-05,2,0.784660766961652,1e-07,10
0.994024262306484,8,23.323615160349853,23.18423935408709,0.005975737693516003,0.28,70,0.35,61,2,0.1,200,many_tiny,1e-05,2,0.7854984894259818,1e-07,10
0.9232529182879378,8,134.86404018948397,124.5136186770428,0.07674708171206224,0.30000000000000004,39,0.195,77,2,0.1,200,many_tiny,1e-05,2,0.7452229299363058,1e-07,10
0.9348826115105462,8,145.79384749963552,136.30013289262956,0.06511738848945381,0.32,38,0.19,83,2,0.1,200,many_tiny,1e-05,2,0.7207792207792209,1e-07,10
0.9212901284971421,8,186.58892128279882,171.90253126477288,0.07870987150285791,0.34,35,0.175,88,2,0.1,200,many_tiny,1e-05,2,0.7086092715231788,1e-07,10
0.9008632539726178,8,244.140625,219.93731786440864,0.0991367460273822,0.36000000000000004,32,0.16,94,2,0.1,200,many_tiny,1e-05,2,0.6959459459459459,1e-07,10
0.8021870828627169,8,512.0,410.71978642571105,0.1978129171372831,0.38,25,0.125,99,2,0.1,200,many_tiny,1e-05,2,0.6804123711340204,1e-07,10
0.8170361848985568,8,512.0,418.3225266680611,0.18296381510144322,0.4,25,0.125,103,2,0.1,200,many_tiny,1e-05,2,0.6620209059233448,1e-07,10
0.814608998393144,8,657.5162324319882,535.6186395286556,0.18539100160685595,0.42000000000000004,23,0.115,108,2,0.1,200,many_tiny,1e-05,2,0.6453900709219859,1e-07,10
0.4216890595009597,8,3641.3290851160673,1535.5086372360845,0.5783109404990403,0.44,13,0.065,115,2,0.1,200,many_tiny,1e-05,2,0.6181818181818182,1e-07,10
0.4241312741312741,8,3641.3290851160673,1544.4015444015445,0.5758687258687258,0.46,13,0.065,118,2,0.1,200,many_tiny,1e-05,2,0.6029411764705882,1e-07,10
0.4291015625,8,3641.3290851160673,1562.5,0.5708984375,0.48000000000000004,13,0.065,121,2,0.1,200,many_tiny,1e-05,2,0.587360594795539,1e-07,10
0.45131470829909615,8,3641.3290851160673,1643.3853738701725,0.5486852917009039,0.5,13,0.065,127,2,0.1,200,many_tiny,1e-05,2,0.5551330798479087,1e-07,10
1.0,8,1.0,1.0,0.0,0.02,200,1.0,1,5,0.1,200,many_tiny,1e-05,0,0.034025754300216184,1e-07,10
1.0,8,1.0,1.0,0.0,0.04,200,1.0,1,5,0.1,200,many_tiny,1e-05,0,0.06733608978145304,1e-07,10
1.0,8,1.0,1.0,0.0,0.06,200,1.0,1,5,0.1,200,many_tiny,1e-05,0,0.1453104359313078,1e-07,10
0.9999998731061087,8,1.0151512594410654,1.0151511306245717,1.2689389128350825e-07,0.08,199,0.995,2,5,0.1,200,many_tiny,1e-05,0,0.30498533724340177,1e-07,10
0.9999996076059569,8,1.046384525647081,1.046384115052026,3.9239404314717063e-07,0.1,197,0.985,4,5,0.1,200,many_tiny,1e-05,0,0.5102739726027397,1e-07,10
0.999980258642159,8,1.518595966912831,1.5185659877664324,1.974135784099662e-05,0.12000000000000001,174,0.87,18,5,0.1,200,many_tiny,1e-05,0,0.6635514018691588,1e-07,10
0.9995822531545884,8,3.9992481413494265,3.997577468054359,0.0004177468454116262,0.13999999999999999,126,0.63,36,5,0.1,200,many_tiny,1e-05,0,0.7526881720430108,1e-07,10
0.9968565820880326,8,11.348016721302638,11.31234516227559,0.003143417911967372,0.16,89,0.445,47,5,0.1,200,many_tiny,1e-05,0,0.7976878612716762,1e-07,10
0.6203362582892357,8,107.9796998164345,66.98372295532185,0.37966374171076434,0.18,42,0.21,53,5,0.1,200,many_tiny,1e-05,0,0.8023598820058997,1e-07,10
0.6994031038599283,8,455.1661356395084,318.34460803820133,0.3005968961400717,0.19999999999999998,26,0.13,64,5,0.1,200,many_tiny,1e-05,0,0.8098159509202455,1e-07,10
0.5756223917110376,8,1000.0,575.6223917110376,0.4243776082889624,0.22,20,0.1,71,5,0.1,200,many_tiny,1e-05,0,0.8025078369905956,1e-07,10
0.5925048141016146,8,1000.0,592.5048141016146,0.4074951858983854,0.24,20,0.1,72,5,0.1,200,many_tiny,1e-05,0,0.7987421383647798,1e-07,10
0.6146281499692686,8,1000.0,614.6281499692686,0.3853718500307314,0.26,20,0.1,75,5,0.1,200,many_tiny,1e-05,0,0.7873015873015874,1e-07,10
0.6567066163191594,8,1000.0,656.7066163191594,0.3432933836808406,0.28,20,0.1,81,5,0.1,200,many_tiny,1e-05,0,0.7637540453074434,1e-07,10
0.6719301192675962,8,1000.0,671.9301192675962,0.32806988073240384,0.30000000000000004,20,0.1,83,5,0.1,200,many_tiny,1e-05,0,0.7557003257328989,1e-07,10
0.3492845786963434,8,3641.3290851160673,1271.8600953895073,0.6507154213036566,0.32,13,0.065,89,5,0.1,200,many_tiny,1e-05,0,0.7375415282392027,1e-07,10
0.36788345612860013,8,3641.3290851160673,1339.5847287340923,0.6321165438713998,0.34,13,0.065,94,5,0.1,200,many_tiny,1e-05,0,0.7162162162162162,1e-07,10
0.3701145552560647,8,3641.3290851160673,1347.7088948787061,0.6298854447439353,0.36000000000000004,13,0.065,96,5,0.1,200,many_tiny,1e-05,0,0.707482993197279,1e-07,10
0.40400882677454947,8,3641.3290851160673,1471.1290915777859,0.5959911732254506,0.38,13,0.065,104,5,0.1,200,many_tiny,1e-05,0,0.6713286713286714,1e-07,10
0.4094297428251957,8,3641.3290851160673,1490.8684308609766,0.5905702571748044,0.4,13,0.065,108,5,0.1,200,many_tiny,1e-05,0,0.6524822695035462,1e-07,10
0.4126596543951916,8,3641.3290851160673,1502.6296018031555,0.5873403456048084,0.42000000000000004,13,0.065,110,5,0.1,200,many_tiny,1e-05,0,0.6428571428571429,1e-07,10
0.42120398773006135,8,3641.3290851160673,1533.7423312883436,0.5787960122699387,0.44,13,0.065,115,5,0.1,200,many_tiny,1e-05,0,0.6181818181818182,1e-07,10
0.4378238341968912,8,3641.3290851160673,1594.2606616181745,0.5621761658031088,0.46,13,0.065,121,5,0.1,200,many_tiny,1e-05,0,0.587360594795539,1e-07,10
0.47533535266118565,8,3641.3290851160673,1730.8524448290784,0.5246646473388143,0.48000000000000004,13,0.065,128,5,0.1,200,many_tiny,1e-05,0,0.549618320610687,1e-07,10
0.4497657470067673,8,4629.62962962963,2082.248828735034,0.5502342529932327,0.5,12,0.06,133,5,0.1,200,many_tiny,1e-05,0,0.5214007782101168,1e-07,10
1.0,8,1.0,1.0,0.0,0.02,200,1.0,1,5,0.1,200,many_tiny,1e-05,1,0.03428897990284789,1e-07,10
1.0,8,1.0,1.0,0.0,0.04,200,1.0,1,5,0.1,200,many_tiny,1e-05,1,0.06939681258825903,1e-07,10
1.0,8,1.0,1.0,0.0,0.06,200,1.0,1,5,0.1,200,many_tiny,1e-05,1,0.14362176628010706,1e-07,10
0.9999998731061087,8,1.0151512594410654,1.0151511306245717,1.2689389128350825e-07,0.08,199,0.995,2,5,0.1,200,many_tiny,1e-05,1,0.30332681017612523,1e-07,10
0.9999981916993436,8,1.1128024162278864,1.1128004039465467,1.8083006564362236e-06,0.1,193,0.965,7,5,0.1,200,many_tiny,1e-05,1,0.5259515570934256,1e-07,10
0.9999374322749716,8,1.8136707244526342,1.8135572472014545,6.256772502843955e-05,0.12000000000000001,164,0.82,21,5,0.1,200,many_tiny,1e-05,1,0.6806526806526807,1e-07,10
0.9997471562514874,8,3.4004395918282335,3.399579811935245,0.00025284374851264335,0.13999999999999999,133,0.665,35,5,0.1,200,many_tiny,1e-05,1,0.7700534759358288,1e-07,10
0.9977377861880908,8,9.04224537037037,9.021789878002846,0.002262213811909164,0.16,96,0.48,44,5,0.1,200,many_tiny,1e-05,1,0.8,1e-07,10
0.9943550288329486,8,15.053411385271366,14.968435312035744,0.005644971167051427,0.18,81,0.405,49,5,0.1,200,many_tiny,1e-05,1,0.8231884057971015,1e-07,10
0.847951666754995,8,125.0,105.99395834437438,0.152048333245005,0.19999999999999998,40,0.2,55,5,0.1,200,many_tiny,1e-05,1,0.8452380952380952,1e-07,10
0.3366901766887225,8,863.837598531476,290.8456336799244,0.6633098233112775,0.22,21,0.105,57,5,0.1,200,many_tiny,1e-05,1,0.8468468468468469,1e-07,10
0.34010282776349615,8,863.837598531476,293.7936099889827,0.6598971722365039,0.24,21,0.105,59,5,0.1,200,many_tiny,1e-05,1,0.8398791540785498,1e-07,10
0.35095169873106835,8,1166.3507799970841,409.3327875562833,0.6490483012689316,0.26,19,0.095,65,5,0.1,200,many_tiny,1e-05,1,0.8246153846153846,1e-07,10
0.4074976235741445,8,1166.3507799970841,475.2851711026616,0.5925023764258555,0.28,19,0.095,71,5,0.1,200,many_tiny,1e-05,1,0.8025078369905956,1e-07,10
0.46960153361632206,8,1166.3507799970841,547.7201150212242,0.5303984663836779,0.30000000000000004,19,0.095,78,5,0.1,200,many_tiny,1e-05,1,0.7756410256410255,1e-07,10
0.2734702013155272,8,2915.451895043732,797.2892166633446,0.7265297986844728,0.32,14,0.07,82,5,0.1,200,many_tiny,1e-05,1,0.7662337662337663,1e-07,10
0.2556434721898999,8,3641.3290851160673,930.8820107051431,0.7443565278101001,0.34,13,0.065,88,5,0.1,200,many_tiny,1e-05,1,0.7417218543046357,1e-07,10
0.28289981972701517,8,3641.3290851160673,1030.1313417460726,0.7171001802729848,0.36000000000000004,13,0.065,94,5,0.1,200,many_tiny,1e-05,1,0.7162162162162162,1e-07,10
0.30305156085584006,8,4629.62962962963,1403.016485443704,0.6969484391441599,0.38,12,0.06,98,5,0.1,200,many_tiny,1e-05,1,0.6986301369863014,1e-07,10
0.33436532507739936,8,4629.62962962963,1547.9876160990711,0.6656346749226006,0.4,12,0.06,104,5,0.1,200,many_tiny,1e-05,1,0.6713286713286714,1e-07,10
0.3386907095256762,8,4629.62962962963,1568.012544100353,0.6613092904743239,0.42000000000000004,12,0.06,109,5,0.1,200,many_tiny,1e-05,1,0.6476868327402135,1e-07,10
0.40148698884758366,8,4629.62962962963,1858.736059479554,0.5985130111524164,0.44,12,0.06,115,5,0.1,200,many_tiny,1e-05,1,0.6181818181818182,1e-07,10
0.42899702085402186,8,4629.62962962963,1986.0973187686197,0.5710029791459781,0.46,12,0.06,122,5,0.1,200,many_tiny,1e-05,1,0.582089552238806,1e-07,10
0.4368048533872599,8,4629.62962962963,2022.2446916076844,0.5631951466127401,0.48000000000000004,12,0.06,129,5,0.1,200,many_tiny,1e-05,1,0.5440613026819923,1e-07,10
0.44766839378238343,8,4629.62962962963,2072.538860103627,0.5523316062176166,0.5,12,0.06,134,5,0.1,200,many_tiny,1e-05,1,0.515625,1e-07,10
1.0,8,1.0,1.0,0.0,0.02,200,1.0,1,5,0.1,200,many_tiny,1e-05,2,0.03433638336006037,1e-07,10
1.0,8,1.0,1.0,0.0,0.04,200,1.0,1,5,0.1,200,many_tiny,1e-05,2,0.06735049351654733,1e-07,10
1.0,8,1.0,1.0,0.0,0.06,200,1.0,1,5,0.1,200,many_tiny,1e-05,2,0.14402759810263047,1e-07,10
1.0,8,1.0,1.0,0.0,0.08,200,1.0,1,5,0.1,200,many_tiny,1e-05,2,0.2933579335793358,1e-07,10
0.9999988697206063,8,1.1302806712962963,1.1302793937633444,1.1302793937462141e-06,0.1,192,0.96,9,5,0.1,200,many_tiny,1e-05,2,0.5073649754500819,1e-07,10
0.9999841401932285,8,1.4927113702623906,1.4926876961484925,1.5859806771545415e-05,0.12000000000000001,175,0.875,20,5,0.1,200,many_tiny,1e-05,2,0.6757369614512473,1e-07,10
0.9993901874988826,8,3.111202545897043,3.109305295691047,0.0006098125011173572,0.13999999999999999,137,0.685,30,5,0.1,200,many_tiny,1e-05,2,0.7544303797468355,1e-07,10
0.9981512241644891,8,6.716954264258415,6.704536121526422,0.0018487758355109074,0.16,106,0.53,39,5,0.1,200,many_tiny,1e-05,2,0.8189415041782729,1e-07,10
0.995205983856295,8,14.509365795621074,14.439807661761945,0.004794016143705004,0.18,82,0.41,46,5,0.1,200,many_tiny,1e-05,2,0.8414985590778097,1e-07,10
0.9192213875876597,8,60.30862941101085,55.43698201069934,0.0807786124123403,0.19999999999999998,51,0.255,49,5,0.1,200,many_tiny,1e-05,2,0.8513119533527698,1e-07,10
0.6944087238310787,8,296.2962962962963,205.75073298698626,0.30559127616892134,0.22,30,0.15,59,5,0.1,200,many_tiny,1e-05,2,0.8373493975903614,1e-07,10
0.4875011445838293,8,751.3148009015778,366.266825382291,0.5124988554161707,0.24,22,0.11,63,5,0.1,200,many_tiny,1e-05,2,0.8292682926829269,1e-07,10
0.41320674507581123,8,1371.7421124828531,566.8130933824572,0.5867932549241888,0.26,18,0.09,65,5,0.1,200,many_tiny,1e-05,2,0.8282208588957055,1e-07,10
0.42662382771795765,8,1628.3329940972928,694.6856547412295,0.5733761722820423,0.28,17,0.085,73,5,0.1,200,many_tiny,1e-05,2,0.8012618296529967,1e-07,10
0.4411025318728677,8,1628.3329940972928,718.2618064284432,0.5588974681271324,0.30000000000000004,17,0.085,79,5,0.1,200,many_tiny,1e-05,2,0.7781350482315113,1e-07,10
0.3568407697187566,8,2370.3703703703704,845.8447874814972,0.6431592302812434,0.32,15,0.075,83,5,0.1,200,many_tiny,1e-05,2,0.7622149837133552,1e-07,10
0.266626213592233,8,3641.3290851160673,970.8737864077669,0.733373786407767,0.34,13,0.065,88,5,0.1,200,many_tiny,1e-05,2,0.7417218543046357,1e-07,10
0.26917422200441066,8,3641.3290851160673,980.15192354815,0.7308257779955893,0.36000000000000004,13,0.065,90,5,0.1,200,many_tiny,1e-05,2,0.7333333333333334,1e-07,10
0.337688287734399,8,3641.3290851160673,1229.6341838303106,0.662311712265601,0.38,13,0.065,97,5,0.1,200,many_tiny,1e-05,2,0.7030716723549487,1e-07,10
0.34371088861076343,8,3641.3290851160673,1251.5644555694619,0.6562891113892366,0.4,13,0.065,102,5,0.1,200,many_tiny,1e-05,2,0.6805555555555556,1e-07,10
0.3828860230045312,8,3641.3290851160673,1394.2140118508191,0.6171139769954688,0.42000000000000004,13,0.065,105,5,0.1,200,many_tiny,1e-05,2,0.6666666666666666,1e-07,10
0.39401004304160686,8,3641.3290851160673,1434.7202295552368,0.6059899569583931,0.44,13,0.065,113,5,0.1,200,many_tiny,1e-05,2,0.628158844765343,1e-07,10
0.47044967880085653,8,3641.3290851160673,1713.0620985010707,0.5295503211991435,0.46,13,0.065,120,5,0.1,200,many_tiny,1e-05,2,0.5925925925925926,1e-07,10
0.42023346303501946,8,4629.62962962963,1945.5252918287938,0.5797665369649805,0.48000000000000004,12,0.06,127,5,0.1,200,many_tiny,1e-05,2,0.5551330798479087,1e-07,10
0.4251968503937008,8,4629.62962962963,1968.5039370078741,0.5748031496062992,0.5,12,0.06,130,5,0.1,200,many_tiny,1e-05,2,0.5384615384615384,1e-07,10
1.0,8,1.0,1.0,0.0,0.02,200,1.0,1,10,0.1,200,many_tiny,1e-05,0,0.04459947676591504,1e-07,10
1.0,8,1.0,1.0,0.0,0.04,200,1.0,1,10,0.1,200,many_tiny,1e-05,0,0.1261595547309833,1e-07,10
1.0,8,1.0,1.0,0.0,0.06,200,1.0,1,10,0.1,200,many_tiny,1e-05,0,0.3588621444201313,1e-07,10
0.9999550340919946,8,1.4927113702623906,1.492644249140237,4.496590800540101e-05,0.08,175,0.875,13,10,0.1,200,many_tiny,1e-05,0,0.6511627906976744,1e-07,10
0.9998492289271458,8,2.5184769636486184,2.51809725017485,0.00015077107285421665,0.1,147,0.735,28,10,0.1,200,many_tiny,1e-05,0,0.7676240208877285,1e-07,10
0.9933733337631566,8,16.225896937159128,16.118373333763156,0.0066266662368433815,0.12000000000000001,79,0.395,44,10,0.1,200,many_tiny,1e-05,0,0.8252148997134672,1e-07,10
0.4711335287301479,8,578.7037037037037,272.6467180151319,0.5288664712698521,0.13999999999999999,24,0.12,56,10,0.1,200,many_tiny,1e-05,0,0.835820895522388,1e-07,10
0.5974638087756705,8,751.3148009015778,448.8834025361912,0.4025361912243295,0.16,22,0.11,59,10,0.1,200,many_tiny,1e-05,0,0.8424242424242424,1e-07,10
0.28506129233326405,8,2915.451895043732,831.08248493663,0.714938707666736,0.18,14,0.07,63,10,0.1,200,many_tiny,1e-05,0,0.8379204892966361,1e-07,10
0.2556434721898999,8,3641.3290851160673,930.8820107051431,0.7443565278101001,0.19999999999999998,13,0.065,66,10,0.1,200,many_tiny,1e-05,0,0.8271604938271605,1e-07,10
0.28268142048378797,8,3641.3290851160673,1029.336078229542,0.717318579516212,0.22,13,0.065,70,10,0.1,200,many_tiny,1e-05,0,0.8125000000000001,1e-07,10
0.28756544502617803,8,3641.3290851160673,1047.1204188481674,0.712434554973822,0.24,13,0.065,74,10,0.1,200,many_tiny,1e-05,0,0.7974683544303798,1e-07,10
0.2909933774834437,8,3641.3290851160673,1059.6026490066224,0.7090066225165563,0.26,13,0.065,75,10,0.1,200,many_tiny,1e-05,0,0.7936507936507937,1e-07,10
0.2930896478121665,8,3641.3290851160673,1067.2358591248667,0.7069103521878335,0.28,13,0.065,77,10,0.1,200,many_tiny,1e-05,0,0.7859424920127795,1e-07,10
0.34762658227848103,8,3641.3290851160673,1265.8227848101267,0.652373417721519,0.30000000000000004,13,0.065,86,10,0.1,200,many_tiny,1e-05,0,0.7499999999999999,1e-07,10
0.34895171537484115,8,3641.3290851160673,1270.6480304955528,0.6510482846251588,0.32,13,0.065,88,10,0.1,200,many_tiny,1e-05,0,0.7417218543046357,1e-07,10
0.3567716791165963,8,3641.3290851160673,1299.1230919129587,0.6432283208834038,0.34,13,0.065,94,10,0.1,200,many_tiny,1e-05,0,0.7162162162162162,1e-07,10
0.371617050067659,8,3641.3290851160673,1353.1799729364006,0.628382949932341,0.36000000000000004,13,0.065,98,10,0.1,200,many_tiny,1e-05,0,0.6986301369863014,1e-07,10
0.3765855330819335,8,3641.3290851160673,1371.2718546451833,0.6234144669180666,0.38,13,0.065,102,10,0.1,200,many_tiny,1e-05,0,0.6805555555555556,1e-07,10
0.4094297428251957,8,3641.3290851160673,1490.8684308609766,0.5905702571748044,0.4,13,0.065,108,10,0.1,200,many_tiny,1e-05,0,0.6524822695035462,1e-07,10
0.42072003063960167,8,3641.3290851160673,1531.9800842589045,0.5792799693603983,0.42000000000000004,13,0.065,113,10,0.1,200,many_tiny,1e-05,0,0.628158844765343,1e-07,10
0.366723259762309,8,4629.62962962963,1697.792869269949,0.633276740237691,0.44,12,0.06,117,10,0.1,200,many_tiny,1e-05,0,0.6080586080586081,1e-07,10
0.40658823529411764,8,4629.62962962963,1882.3529411764705,0.5934117647058823,0.46,12,0.06,124,10,0.1,200,many_tiny,1e-05,0,0.5714285714285715,1e-07,10
0.43746835443037974,8,4629.62962962963,2025.3164556962026,0.5625316455696203,0.48000000000000004,12,0.06,126,10,0.1,200,many_tiny,1e-05,0,0.5606060606060607,1e-07,10
0.44766839378238343,8,4629.62962962963,2072.538860103627,0.5523316062176166,0.5,12,0.06,132,10,0.1,200,many_tiny,1e-05,0,0.5271317829457365,1e-07,10
1.0,8,1.0,1.0,0.0,0.02,200,1.0,1,10,0.1,200,many_tiny,1e-05,1,0.0467998988110296,1e-07,10
1.0,8,1.0,1.0,0.0,0.04,200,1.0,1,10,0.1,200,many_tiny,1e-05,1,0.1383946223803875,1e-07,10
0.9999998731061087,8,1.0151512594410654,1.0151511306245717,1.2689389128350825e-07,0.06,199,0.995,2,10,0.1,200,many_tiny,1e-05,1,0.37671232876712335,1e-07,10
0.9999981916993436,8,1.1128024162278864,1.1128004039465467,1.8083006564362236e-06,0.08,193,0.965,7,10,0.1,200,many_tiny,1e-05,1,0.6511627906976744,1e-07,10
0.9990799007914725,8,4.994964451462369,4.990368588623956,0.0009200992085275361,0.1,117,0.585,32,10,0.1,200,many_tiny,1e-05,1,0.7936507936507936,1e-07,10
0.9983256920017972,8,9.945832509694078,9.929180122774312,0.0016743079982027842,0.12000000000000001,93,0.465,44,10,0.1,200,many_tiny,1e-05,1,0.8433048433048433,1e-07,10
0.9467557564107807,8,43.19817703692904,40.89812277616458,0.05324424358921931,0.13999999999999999,57,0.285,49,10,0.1,200,many_tiny,1e-05,1,0.8538011695906433,1e-07,10
0.37022273612463485,8,657.5162324319882,243.42745861733204,0.6297772638753651,0.16,23,0.115,53,10,0.1,200,many_tiny,1e-05,1,0.8605341246290802,1e-07,10
0.3704933008526188,8,657.5162324319882,243.605359317905,0.6295066991473812,0.18,23,0.115,55,10,0.1,200,many_tiny,1e-05,1,0.8537313432835821,1e-07,10
0.40014690632561356,8,863.837598531476,345.66194262011754,0.5998530936743864,0.19999999999999998,21,0.105,58,10,0.1,200,many_tiny,1e-05,1,0.8493975903614458,1e-07,10
0.40170903097076427,8,863.837598531476,347.01136462219137,0.5982909690292357,0.22,21,0.105,59,10,0.1,200,many_tiny,1e-05,1,0.8459214501510575,1e-07,10
0.4924895345973898,8,1000.0,492.4895345973898,0.5075104654026101,0.24,20,0.1,62,10,0.1,200,many_tiny,1e-05,1,0.8414634146341463,1e-07,10
0.5027020233756441,8,1000.0,502.7020233756441,0.49729797662435593,0.26,20,0.1,64,10,0.1,200,many_tiny,1e-05,1,0.8343558282208589,1e-07,10
0.4719278932159075,8,1166.3507799970841,550.4334663547544,0.5280721067840926,0.28,19,0.095,68,10,0.1,200,many_tiny,1e-05,1,0.8198757763975156,1e-07,10
0.38802576733611216,8,1953.125,757.862826828344,0.6119742326638878,0.30000000000000004,16,0.08,77,10,0.1,200,many_tiny,1e-05,1,0.7859424920127795,1e-07,10
0.2909933774834437,8,3641.3290851160673,1059.6026490066224,0.7090066225165563,0.32,13,0.065,85,10,0.1,200,many_tiny,1e-05,1,0.7540983606557378,1e-07,10
0.2983432916892993,8,3641.3290851160673,1086.3661053775122,0.7016567083107007,0.34,13,0.065,88,10,0.1,200,many_tiny,1e-05,1,0.7417218543046357,1e-07,10
0.2521155529617741,8,4629.62962962963,1167.2016340822877,0.7478844470382259,0.36000000000000004,12,0.06,92,10,0.1,200,many_tiny,1e-05,1,0.7248322147651006,1e-07,10
0.2776349614395887,8,4629.62962962963,1285.3470437017995,0.7223650385604112,0.38,12,0.06,100,10,0.1,200,many_tiny,1e-05,1,0.6896551724137931,1e-07,10
0.32789373814041745,8,4629.62962962963,1518.0265654648956,0.6721062618595826,0.4,12,0.06,108,10,0.1,200,many_tiny,1e-05,1,0.6524822695035462,1e-07,10
0.3351435221101629,8,4629.62962962963,1551.5903801396432,0.6648564778898371,0.42000000000000004,12,0.06,113,10,0.1,200,many_tiny,1e-05,1,0.628158844765343,1e-07,10
0.3823008849557522,8,4629.62962962963,1769.9115044247787,0.6176991150442478,0.44,12,0.06,116,10,0.1,200,many_tiny,1e-05,1,0.6131386861313868,1e-07,10
0.417189763399324,8,4629.62962962963,1931.4340898116852,0.582810236600676,0.46,12,0.06,124,10,0.1,200,many_tiny,1e-05,1,0.5714285714285715,1e-07,10
0.43351731058705467,8,4629.62962962963,2007.024586051179,0.5664826894129453,0.48000000000000004,12,0.06,129,10,0.1,200,many_tiny,1e-05,1,0.5440613026819923,1e-07,10
