machine,cpu,gpu,gglasso,numpy,logical_cores,blas_threads,regime,p,n_samples,lambda,seed,true_sparsity,true_n_blocks,true_sizes_json,gen_style_requested,gen_n_powerlaw,gen_n_erdos,gen_n_direct,detected_n_blocks,detected_singletons,detected_sizes_json,t_admm_median,t_admm_mean,t_admm_min,t_admm_max,t_admm_std,t_admm_trials_json,t_block_median,t_block_mean,t_block_min,t_block_max,t_block_std,t_block_trials_json,algorithmic_speedup,speedup_lo,speedup_hi,admm_iterations,admm_status,block_iterations,admm_peak_mem_mb,block_peak_mem_mb,obj_admm,obj_block,obj_rel_gap,max_abs_error,max_rel_error,support_agreement,support_precision,support_recall,support_f1,trials,warmup,tol,rtol,max_iter,true_block_min,true_block_max,true_block_mean,true_block_std,true_block_median,detected_block_min,detected_block_max,detected_block_mean,detected_block_std,detected_block_median
primary,x86_64,none,0.3.0,2.4.4,32,8,balanced,100,200,0.05,0,0.9808080808080808,5,"[20, 20, 20, 20, 20]",powerlaw,5,0,0,1,0,[100],0.015681790999224177,0.01595737511120711,0.015275736001058249,0.017733435997797642,0.0007392443896819524,"[0.016418, 0.015612, 0.015526, 0.015682, 0.015949, 0.015574, 0.015847, 0.017733, 0.015276]",0.015788647997396765,0.01580843611130452,0.015624800998921273,0.01612940199993318,0.00017513320347521268,"[0.015625, 0.015929, 0.015633, 0.015635, 0.016129, 0.015726, 0.015843, 0.015789, 0.015967]",0.9932320361952329,0.9470739213469621,1.1349543587161173,26,optimal,nan,0.9413604736328125,1.4789924621582031,101.63228741891227,101.63228741891227,0.0,0.0,0.0,1.0,0.03591765221200175,0.8631578947368421,0.06896551724137931,9,2,1e-07,1e-05,1000,20.0,20.0,20.0,0.0,20.0,100.0,100.0,100.0,0.0,100.0
primary,x86_64,none,0.3.0,2.4.4,32,8,balanced,100,200,0.1,0,0.9808080808080808,5,"[20, 20, 20, 20, 20]",powerlaw,5,0,0,1,0,[100],0.026736694999272004,0.026925738444131438,0.02593170899854158,0.028604309998627286,0.0008938710857767525,"[0.028604, 0.028018, 0.026002, 0.026384, 0.026868, 0.025932, 0.026573, 0.026737, 0.027214]",0.02611098999841488,0.026031705444539612,0.02559451700290083,0.026385256001958624,0.0002710492278539271,"[0.026111, 0.026385, 0.026276, 0.025907, 0.025631, 0.026136, 0.026157, 0.025595, 0.026087]",1.0239632813958839,0.9828105892403176,1.1175952253908652,44,optimal,nan,0.9413604736328125,1.4789066314697266,107.48316845232115,107.48316845232115,0.0,0.0,0.0,1.0,0.07224334600760456,0.8,0.13251961639058413,9,2,1e-07,1e-05,1000,20.0,20.0,20.0,0.0,20.0,100.0,100.0,100.0,0.0,100.0
primary,x86_64,none,0.3.0,2.4.4,32,8,balanced,100,200,0.15,0,0.9808080808080808,5,"[20, 20, 20, 20, 20]",powerlaw,5,0,0,1,0,[100],0.04119201200228417,0.041236864889166704,0.03910712099968805,0.04246479200082831,0.0011009974933252112,"[0.039107, 0.041843, 0.040249, 0.040905, 0.042465, 0.041192, 0.040867, 0.042242, 0.042263]",0.042639324001356727,0.04406948644423715,0.04121100799966371,0.058403038998221746,0.005431656283063187,"[0.042003, 0.058403, 0.042639, 0.041211, 0.041581, 0.042821, 0.043232, 0.043327, 0.041408]",0.9660568727818831,0.6696076380696351,1.03042352182152,69,optimal,nan,0.9413604736328125,1.4789066314697266,110.63995855575573,110.63995855575573,0.0,0.0,0.0,1.0,0.17994858611825193,0.7368421052631579,0.2892561983471074,9,2,1e-07,1e-05,1000,20.0,20.0,20.0,0.0,20.0,100.0,100.0,100.0,0.0,100.0
primary,x86_64,none,0.3.0,2.4.4,32,8,balanced,100,200,0.2,0,0.9808080808080808,5,"[20, 20, 20, 20, 20]",powerlaw,5,0,0,9,8,"[92, 1, 1, 1, 1, 1, 1, 1, 1]",0.032427400998130906,0.03266024277804212,0.03158323400202789,0.034327073000895325,0.0009050695659789087,"[0.031948, 0.034327, 0.033909, 0.032432, 0.032342, 0.032113, 0.031583, 0.032861, 0.032427]",0.02899730500212172,0.02877910711120219,0.027612920002866304,0.02949240699672373,0.0006034291614324531,"[0.029226, 0.02878, 0.027613, 0.027975, 0.029025, 0.029074, 0.028997, 0.028829, 0.029492]",1.1182901650949357,1.070893739040575,1.243152589343397,55,optimal,nan,0.9413604736328125,1.292184829711914,112.16822421731479,112.16822417547341,3.730234217515438e-10,1.094640275645098e-05,9.012782987784204e-06,1.0,0.36627906976744184,0.6631578947368421,0.4719101123595505,9,2,1e-07,1e-05,1000,20.0,20.0,20.0,0.0,20.0,1.0,92.0,11.11111111111111,28.598540927989255,1.0
primary,x86_64,none,0.3.0,2.4.4,32,8,balanced,100,200,0.25,0,0.9808080808080808,5,"[20, 20, 20, 20, 20]",powerlaw,5,0,0,21,16,"[75, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.031964355999662075,0.032071608777187066,0.03116174499882618,0.0338687769981334,0.0007370276348698502,"[0.031849, 0.031162, 0.03178, 0.031964, 0.031726, 0.032214, 0.033869, 0.032026, 0.032055]",0.023799328999302816,0.02448360633328169,0.022773505999793997,0.027665161000186345,0.0017017410508086519,"[0.027665, 0.026687, 0.025355, 0.02386, 0.023725, 0.023799, 0.02321, 0.022774, 0.023278]",1.3430780338638306,1.1263894324929569,1.4872008288245018,55,optimal,nan,0.9413604736328125,0.9467105865478516,113.66716279273905,113.66716267018262,1.078204346744726e-09,5.1984646704889004e-05,3.9201762360108235e-05,1.0,0.6129032258064516,0.6,0.6063829787234043,9,2,1e-07,1e-05,1000,20.0,20.0,20.0,0.0,20.0,1.0,75.0,4.761904761904762,15.714430013767483,1.0
primary,x86_64,none,0.3.0,2.4.4,32,8,balanced,100,200,0.3,0,0.9808080808080808,5,"[20, 20, 20, 20, 20]",powerlaw,5,0,0,45,27,"[31, 4, 4, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.035377830998186255,0.03537110266713878,0.034964652000780916,0.03596079199996893,0.0003384368654667237,"[0.035048, 0.035036, 0.035656, 0.034965, 0.035378, 0.035209, 0.035643, 0.035961, 0.035446]",0.01250459199945908,0.012515409111074405,0.01239061100204708,0.012745612002618145,0.00010364782193793632,"[0.012512, 0.012746, 0.012546, 0.012505, 0.012437, 0.012496, 0.012572, 0.012435, 0.012391]",2.829187149785984,2.743269761671596,2.902261397281197,62,optimal,nan,0.9413604736328125,0.7154626846313477,114.86901343534261,114.86901338355942,4.5080207223384173e-10,7.515767871729695e-05,5.804762198459701e-05,1.0,0.8771929824561403,0.5263157894736842,0.6578947368421052,9,2,1e-07,1e-05,1000,20.0,20.0,20.0,0.0,20.0,1.0,31.0,2.2222222222222223,4.416579314300399,1.0
primary,x86_64,none,0.3.0,2.4.4,32,8,balanced,100,200,0.35,0,0.9808080808080808,5,"[20, 20, 20, 20, 20]",powerlaw,5,0,0,47,30,"[25, 8, 4, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.03101452199916821,0.03141859777760045,0.030011257997102803,0.033639630000834586,0.0012350241669656502,"[0.031954, 0.03364, 0.032074, 0.032664, 0.031015, 0.030201, 0.030011, 0.030769, 0.030441]",0.01038052099829656,0.0103715503331235,0.010321156001737108,0.010401891999208601,2.9718497464270697e-05,"[0.010391, 0.010395, 0.010321, 0.010339, 0.010347, 0.010402, 0.010381, 0.010402, 0.010366]",2.987761597347347,2.885173005005832,3.2592889784025014,54,optimal,nan,0.9413604736328125,0.7095146179199219,115.7630296390759,115.7630295801648,5.088938878460764e-10,7.39187761454041e-05,6.141630788661756e-05,1.0,0.875,0.5157894736842106,0.6490066225165563,9,2,1e-07,1e-05,1000,20.0,20.0,20.0,0.0,20.0,1.0,25.0,2.127659574468085,3.5825642859317766,1.0
primary,x86_64,none,0.3.0,2.4.4,32,8,balanced,100,200,0.4,0,0.9808080808080808,5,"[20, 20, 20, 20, 20]",powerlaw,5,0,0,58,41,"[20, 5, 4, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.027808825998363318,0.028054331555419292,0.026927851999062113,0.030520607997459592,0.0011013093184602924,"[0.028674, 0.028495, 0.027954, 0.027802, 0.030521, 0.027809, 0.027241, 0.026928, 0.027066]",0.008717120999790495,0.008700894221773423,0.008641134001663886,0.008746802999667125,4.325904042392906e-05,"[0.008742, 0.008744, 0.008729, 0.008641, 0.008673, 0.008652, 0.008747, 0.008663, 0.008717]",3.190138808332667,3.078593630162575,3.532014199939814,49,optimal,nan,0.9413604736328125,0.7078771591186523,116.39891216916637,116.39891216734547,1.5643562505389475e-11,8.356310515406085e-06,6.332910626999404e-06,1.0,0.9285714285714286,0.4105263157894737,0.5693430656934306,9,2,1e-07,1e-05,1000,20.0,20.0,20.0,0.0,20.0,1.0,20.0,1.7241379310344827,2.5447247899993233,1.0
primary,x86_64,none,0.3.0,2.4.4,32,8,balanced,100,500,0.05,0,0.9808080808080808,5,"[20, 20, 20, 20, 20]",powerlaw,5,0,0,1,0,[100],0.019006220001756446,0.019337211777989676,0.018531301997427363,0.02052358400032972,0.0007199208148617492,"[0.018531, 0.020025, 0.020524, 0.020009, 0.018838, 0.01962, 0.018825, 0.019006, 0.018657]",0.019493010997393867,0.019601714665946526,0.019300668998766923,0.020354987002065172,0.00031964484429805677,"[0.019462, 0.019583, 0.019467, 0.020355, 0.019493, 0.019846, 0.019397, 0.019512, 0.019301]",0.9750274087619146,0.9104059853021383,1.0633612752822674,34,optimal,nan,0.9413604736328125,1.4789066314697266,106.54389619079967,106.54389619079967,0.0,0.0,0.0,1.0,0.05390835579514825,0.8421052631578947,0.10132995566814439,9,2,1e-07,1e-05,1000,20.0,20.0,20.0,0.0,20.0,100.0,100.0,100.0,0.0,100.0
primary,x86_64,none,0.3.0,2.4.4,32,8,balanced,100,500,0.1,0,0.9808080808080808,5,"[20, 20, 20, 20, 20]",powerlaw,5,0,0,1,0,[100],0.03318489899902488,0.033369985333087646,0.029421174000162864,0.03806943199742818,0.0028677044530709566,"[0.029421, 0.033907, 0.038069, 0.035954, 0.03579, 0.033185, 0.032673, 0.030934, 0.030397]",0.030506360999424942,0.03057601611120238,0.029894904997490812,0.03166278699791292,0.00047994191856631064,"[0.03053, 0.030473, 0.030611, 0.030506, 0.030491, 0.029895, 0.031663, 0.030223, 0.030793]",1.087802606140091,0.9292035474357386,1.2734421467679355,52,optimal,nan,0.9413604736328125,1.4788637161254883,110.40749045874391,110.40749045874391,0.0,0.0,0.0,1.0,0.21875,0.8105263157894737,0.3445190156599553,9,2,1e-07,1e-05,1000,20.0,20.0,20.0,0.0,20.0,100.0,100.0,100.0,0.0,100.0
